ensembl_gene_id	length
ENSG00000197885	2041
ENSG00000197887	939
ENSG00000197888	1746
ENSG00000197889	542
ENSG00000197891	2531
ENSG00000197892	3187
ENSG00000197893	5527
ENSG00000197894	1024
ENSG00000197901	1651
ENSG00000197903	1163
ENSG00000197905	988
ENSG00000197912	2444
ENSG00000197915	9629
ENSG00000197919	878
ENSG00000197921	1324
ENSG00000197927	969
ENSG00000197928	1543
ENSG00000197930	1380
ENSG00000197933	1296
ENSG00000197935	2904
ENSG00000197937	2253
ENSG00000197938	1566
ENSG00000197943	2332
ENSG00000197948	1974
ENSG00000197951	2396
ENSG00000197953	4954
ENSG00000197956	474
ENSG00000197958	923
ENSG00000197959	3624
ENSG00000197961	4903
ENSG00000197965	1515
ENSG00000197969	4562
ENSG00000197971	1432
ENSG00000197976	2873
ENSG00000197977	3988
ENSG00000197978	3796
ENSG00000197980	1078
ENSG00000197982	1254
ENSG00000197984	940
ENSG00000197991	6347
ENSG00000197992	1277
ENSG00000197993	930
ENSG00000198000	1882
ENSG00000198001	1812
ENSG00000198003	1770
ENSG00000198010	2311
ENSG00000198015	3966
ENSG00000198018	4548
ENSG00000198021	418
ENSG00000198026	2360
ENSG00000198028	1666
ENSG00000198033	1521
ENSG00000198034	971
ENSG00000198039	2196
ENSG00000198040	2100
ENSG00000198042	1229
ENSG00000198046	3155
ENSG00000198049	2786
ENSG00000198053	4304
ENSG00000198055	1555
ENSG00000198056	1125
ENSG00000198060	1419
ENSG00000198062	2000
ENSG00000198064	2256
ENSG00000198074	946
ENSG00000198075	1884
ENSG00000198077	1097
ENSG00000198081	1984
ENSG00000198083	981
ENSG00000198087	1536
ENSG00000198088	1144
ENSG00000198089	1679
ENSG00000198090	1112
ENSG00000198092	2077
ENSG00000198093	1243
ENSG00000198099	990
ENSG00000198104	4670
ENSG00000198105	2176
ENSG00000198108	2246
ENSG00000198113	4171
ENSG00000198121	2831
ENSG00000198125	770
ENSG00000198128	2823
ENSG00000198129	324
ENSG00000198130	1007
ENSG00000198131	1823
ENSG00000198133	3345
ENSG00000198142	4627
ENSG00000198146	3001
ENSG00000198153	1566
ENSG00000198156	1746
ENSG00000198157	874
ENSG00000198160	2867
ENSG00000198162	2509
ENSG00000198168	1340
ENSG00000198169	1557
ENSG00000198171	944
ENSG00000198173	3299
ENSG00000198176	1101
ENSG00000198178	1652
ENSG00000198182	2162
ENSG00000198183	1055
ENSG00000198185	3318
ENSG00000198189	831
ENSG00000198198	3635
ENSG00000198203	1872
ENSG00000198205	5029
ENSG00000198208	2156
ENSG00000198216	5891
ENSG00000198217	906
ENSG00000198218	2109
ENSG00000198223	1304
ENSG00000198225	1559
ENSG00000198231	1757
ENSG00000198242	633
ENSG00000198246	2322
ENSG00000198252	3419
ENSG00000198258	563
ENSG00000198261	939
ENSG00000198265	2798
ENSG00000198270	1288
ENSG00000198271	902
ENSG00000198276	1303
ENSG00000198283	1299
ENSG00000198286	2298
ENSG00000198298	1284
ENSG00000198300	5839
ENSG00000198301	1281
ENSG00000198312	885
ENSG00000198315	3150
ENSG00000198324	2113
ENSG00000198326	2732
ENSG00000198331	1688
ENSG00000198336	733
ENSG00000198342	2233
ENSG00000198346	2416
ENSG00000198353	1269
ENSG00000198354	2791
ENSG00000198355	1412
ENSG00000198356	1078
ENSG00000198363	1720
ENSG00000198367	953
ENSG00000198369	1874
ENSG00000198373	1479
ENSG00000198380	5297
ENSG00000198382	1940
ENSG00000198390	792
ENSG00000198393	3691
ENSG00000198398	1473
ENSG00000198399	2356
ENSG00000198400	1903
ENSG00000198408	2089
ENSG00000198414	2331
ENSG00000198417	683
ENSG00000198420	2034
ENSG00000198429	1483
ENSG00000198431	1674
ENSG00000198435	2641
ENSG00000198440	1645
ENSG00000198443	812
ENSG00000198445	2060
ENSG00000198453	3211
ENSG00000198455	5467
ENSG00000198457	1475
ENSG00000198464	2439
ENSG00000198466	3138
ENSG00000198467	1042
ENSG00000198471	1346
ENSG00000198478	1710
ENSG00000198482	1692
ENSG00000198483	3226
ENSG00000198488	1536
ENSG00000198492	1592
ENSG00000198498	896
ENSG00000198502	1196
ENSG00000198513	2381
ENSG00000198515	1540
ENSG00000198517	2262
ENSG00000198520	870
ENSG00000198521	2308
ENSG00000198522	1421
ENSG00000198523	2989
ENSG00000198535	3445
ENSG00000198538	1768
ENSG00000198542	2270
ENSG00000198546	1125
ENSG00000198547	3390
ENSG00000198551	1337
ENSG00000198553	1480
ENSG00000198554	2711
ENSG00000198556	1420
ENSG00000198561	5062
ENSG00000198563	1310
ENSG00000198569	1634
ENSG00000198570	3363
ENSG00000198573	408
ENSG00000198574	1556
ENSG00000198576	1678
ENSG00000198585	4534
ENSG00000198586	2399
ENSG00000198589	4412
ENSG00000198597	4416
ENSG00000198598	1433
ENSG00000198601	1190
ENSG00000198604	1888
ENSG00000198610	1138
ENSG00000198612	1237
ENSG00000198624	1825
ENSG00000198625	5241
ENSG00000198626	12128
ENSG00000198633	2171
ENSG00000198642	4304
ENSG00000198643	738
ENSG00000198646	3032
ENSG00000198648	2216
ENSG00000198650	1809
ENSG00000198663	3009
ENSG00000198668	1066
ENSG00000198670	6431
ENSG00000198673	1322
ENSG00000198674	999
ENSG00000198678	936
ENSG00000198680	1476
ENSG00000198681	1711
ENSG00000198682	2087
ENSG00000198689	3257
ENSG00000198690	4013
ENSG00000198691	1922
ENSG00000198692	1346
ENSG00000198700	3392
ENSG00000198703	942
ENSG00000198704	995
ENSG00000198707	5220
ENSG00000198715	1049
ENSG00000198718	3055
ENSG00000198719	2164
ENSG00000198720	1867
ENSG00000198721	1556
ENSG00000198722	5860
ENSG00000198728	1950
ENSG00000198729	2219
ENSG00000198730	1810
ENSG00000198732	1797
ENSG00000198734	5589
ENSG00000198736	751
ENSG00000198739	2254
ENSG00000198740	5686
ENSG00000198742	3310
ENSG00000198743	11566
ENSG00000198744	547
ENSG00000198746	1064
ENSG00000198752	1953
ENSG00000198753	1904
ENSG00000198754	1826
ENSG00000198755	889
ENSG00000198756	3357
ENSG00000198758	1122
ENSG00000198759	1717
ENSG00000198765	1893
ENSG00000198768	1757
ENSG00000198771	2150
ENSG00000198774	5515
ENSG00000198780	4470
ENSG00000198783	1452
ENSG00000198785	4168
ENSG00000198787	911
ENSG00000198788	6662
ENSG00000198791	1314
ENSG00000198792	1776
ENSG00000198793	4901
ENSG00000198794	1171
ENSG00000198795	1654
ENSG00000198796	2402
ENSG00000198797	2321
ENSG00000198798	1608
ENSG00000198799	4187
ENSG00000198805	1967
ENSG00000198807	1792
ENSG00000198812	2344
ENSG00000198814	2063
ENSG00000198815	3655
ENSG00000198816	1315
ENSG00000198818	1206
ENSG00000198821	1329
ENSG00000198822	1574
ENSG00000198824	3045
ENSG00000198825	3295
ENSG00000198826	2348
ENSG00000198829	4181
ENSG00000198830	1264
ENSG00000198832	816
ENSG00000198833	4164
ENSG00000198835	2165
ENSG00000198836	3901
ENSG00000198837	1397
ENSG00000198838	4420
ENSG00000198839	1395
ENSG00000198841	1708
ENSG00000198842	3151
ENSG00000198843	1274
ENSG00000198844	1840
ENSG00000198846	4076
ENSG00000198848	1146
ENSG00000198851	1435
ENSG00000198853	3930
ENSG00000198855	1306
ENSG00000198856	712
ENSG00000198858	1060
ENSG00000198860	1581
ENSG00000198862	4126
ENSG00000198863	2559
ENSG00000198865	2365
ENSG00000198868	297
ENSG00000198870	1028
ENSG00000198873	6032
ENSG00000198874	1586
ENSG00000198876	1285
ENSG00000198879	3149
ENSG00000198881	1267
ENSG00000198883	3178
ENSG00000198885	2177
ENSG00000198887	1942
ENSG00000198889	3345
ENSG00000198890	2081
ENSG00000198892	1023
ENSG00000198894	1084
ENSG00000198898	985
ENSG00000198900	4636
ENSG00000198901	1084
ENSG00000198909	2038
ENSG00000198910	1623
ENSG00000198911	2619
ENSG00000198912	1895
ENSG00000198914	4430
ENSG00000198915	2427
ENSG00000198917	1439
ENSG00000198918	903
ENSG00000198919	3012
ENSG00000198920	1658
ENSG00000198924	3133
ENSG00000198925	1344
ENSG00000198929	2737
ENSG00000198930	797
ENSG00000198931	618
ENSG00000198932	5118
ENSG00000198933	2723
ENSG00000198934	3633
ENSG00000198937	572
ENSG00000198939	1547
ENSG00000198944	3485
ENSG00000198945	2209
ENSG00000198947	3482
ENSG00000198948	1662
ENSG00000198951	2474
ENSG00000198952	1428
ENSG00000198954	2369
ENSG00000198959	2383
ENSG00000198960	1120
ENSG00000198961	3405
ENSG00000198963	6288
ENSG00000198964	1372
ENSG00000198965	1054
ENSG00000198967	6323
ENSG00000199202	137
ENSG00000199240	120
ENSG00000199276	119
ENSG00000199299	110
ENSG00000199315	119
ENSG00000199318	134
ENSG00000199322	119
ENSG00000199350	116
ENSG00000199354	113
ENSG00000199364	101
ENSG00000199373	119
ENSG00000199395	114
ENSG00000199402	115
ENSG00000199407	121
ENSG00000199450	94
ENSG00000199454	119
ENSG00000199455	102
ENSG00000199508	115
ENSG00000199509	119
ENSG00000199525	121
ENSG00000199535	119
ENSG00000199545	117
ENSG00000199556	118
ENSG00000199564	119
ENSG00000199572	118
ENSG00000199585	117
ENSG00000199592	111
ENSG00000199609	110
ENSG00000199620	119
ENSG00000199638	119
ENSG00000199733	116
ENSG00000199771	121
ENSG00000199804	120
ENSG00000199806	118
ENSG00000199809	125
ENSG00000199843	117
ENSG00000199845	119
ENSG00000199874	119
ENSG00000199929	114
ENSG00000199985	107
ENSG00000199994	125
ENSG00000200021	111
ENSG00000200028	137
ENSG00000200036	119
ENSG00000200058	109
ENSG00000200079	110
ENSG00000200114	119
ENSG00000200168	111
ENSG00000200225	112
ENSG00000200227	119
ENSG00000200238	119
ENSG00000200246	128
ENSG00000200248	118
ENSG00000200275	92
ENSG00000200278	134
ENSG00000200293	117
ENSG00000200301	118
ENSG00000200310	122
ENSG00000200313	155
ENSG00000200326	119
ENSG00000200327	110
ENSG00000200336	118
ENSG00000200408	109
ENSG00000200411	121
ENSG00000200434	152
ENSG00000200468	108
ENSG00000200473	121
ENSG00000200487	119
ENSG00000200516	120
ENSG00000200527	124
ENSG00000200558	109
ENSG00000200587	111
ENSG00000200601	107
ENSG00000200613	109
ENSG00000200619	119
ENSG00000200626	130
ENSG00000200650	113
ENSG00000200687	110
ENSG00000200709	119
ENSG00000200711	119
ENSG00000200719	111
ENSG00000200738	119
ENSG00000200755	119
ENSG00000200786	119
ENSG00000200806	118
ENSG00000200839	126
ENSG00000200852	119
ENSG00000200872	114
ENSG00000200873	117
ENSG00000200914	108
ENSG00000200985	91
ENSG00000201000	119
ENSG00000201014	119
ENSG00000201035	109
ENSG00000201041	118
ENSG00000201059	117
ENSG00000201086	119
ENSG00000201096	106
ENSG00000201109	121
ENSG00000201145	119
ENSG00000201148	115
ENSG00000201168	116
ENSG00000201185	119
ENSG00000201210	117
ENSG00000201274	120
ENSG00000201301	114
ENSG00000201312	117
ENSG00000201325	122
ENSG00000201347	117
ENSG00000201356	119
ENSG00000201361	114
ENSG00000201394	92
ENSG00000201413	120
ENSG00000201415	118
ENSG00000201420	120
ENSG00000201440	118
ENSG00000201447	119
ENSG00000201469	113
ENSG00000201476	118
ENSG00000201492	118
ENSG00000201518	118
ENSG00000201523	136
ENSG00000201527	115
ENSG00000201567	99
ENSG00000201594	117
ENSG00000201595	118
ENSG00000201610	107
ENSG00000201618	108
ENSG00000201620	119
ENSG00000201671	99
ENSG00000201695	118
ENSG00000201704	120
ENSG00000201708	113
ENSG00000201713	120
ENSG00000201727	136
ENSG00000201728	117
ENSG00000201736	120
ENSG00000201763	126
ENSG00000201766	100
ENSG00000201790	115
ENSG00000201812	116
ENSG00000201822	92
ENSG00000201846	102
ENSG00000201856	107
ENSG00000201861	111
ENSG00000201876	84
ENSG00000201920	107
ENSG00000201923	119
ENSG00000201939	126
ENSG00000201942	115
ENSG00000201962	109
ENSG00000201966	150
ENSG00000201968	114
ENSG00000201999	132
ENSG00000202044	120
ENSG00000202047	108
ENSG00000202054	110
ENSG00000202056	109
ENSG00000202060	119
ENSG00000202063	109
ENSG00000202092	118
ENSG00000202147	119
ENSG00000202164	118
ENSG00000202174	152
ENSG00000202175	116
ENSG00000202193	119
ENSG00000202225	128
ENSG00000202263	109
ENSG00000202264	120
ENSG00000202281	114
ENSG00000202290	130
ENSG00000202322	119
ENSG00000202324	123
ENSG00000202331	116
ENSG00000202334	120
ENSG00000202356	98
ENSG00000202383	117
ENSG00000202386	117
ENSG00000202411	109
ENSG00000202422	115
ENSG00000202430	109
ENSG00000202472	127
ENSG00000202474	119
ENSG00000202502	117
ENSG00000203326	2078
ENSG00000203408	913
ENSG00000203463	244
ENSG00000203485	2590
ENSG00000203489	880
ENSG00000203499	1250
ENSG00000203560	932
ENSG00000203581	933
ENSG00000203618	959
ENSG00000203623	2475
ENSG00000203624	1263
ENSG00000203661	2525
ENSG00000203663	3220
ENSG00000203666	1090
ENSG00000203667	1755
ENSG00000203668	2427
ENSG00000203685	4039
ENSG00000203697	1036
ENSG00000203705	1028
ENSG00000203710	4650
ENSG00000203722	1044
ENSG00000203724	445
ENSG00000203727	3360
ENSG00000203730	2551
ENSG00000203733	1288
ENSG00000203734	2456
ENSG00000203737	1582
ENSG00000203740	1413
ENSG00000203747	1889
ENSG00000203756	578
ENSG00000203757	1420
ENSG00000203758	947
ENSG00000203760	593
ENSG00000203772	3156
ENSG00000203778	1574
ENSG00000203780	928
ENSG00000203781	275
ENSG00000203782	1245
ENSG00000203783	1222
ENSG00000203784	536
ENSG00000203785	686
ENSG00000203786	2531
ENSG00000203791	2123
ENSG00000203795	687
ENSG00000203797	2035
ENSG00000203799	6670
ENSG00000203805	1648
ENSG00000203811	522
ENSG00000203814	622
ENSG00000203837	2374
ENSG00000203852	518
ENSG00000203857	969
ENSG00000203858	1118
ENSG00000203859	998
ENSG00000203867	3309
ENSG00000203870	610
ENSG00000203872	1196
ENSG00000203877	1672
ENSG00000203879	1162
ENSG00000203880	1541
ENSG00000203883	1862
ENSG00000203896	874
ENSG00000203907	918
ENSG00000203908	1037
ENSG00000203909	659
ENSG00000203910	863
ENSG00000203914	1567
ENSG00000203923	697
ENSG00000203926	408
ENSG00000203933	1279
ENSG00000203942	1214
ENSG00000203943	1015
ENSG00000203950	830
ENSG00000203952	1702
ENSG00000203963	2249
ENSG00000203965	1405
ENSG00000203970	293
ENSG00000203972	1375
ENSG00000203985	1868
ENSG00000203989	1257
ENSG00000203995	4194
ENSG00000204001	1126
ENSG00000204006	684
ENSG00000204007	1534
ENSG00000204010	1972
ENSG00000204019	517
ENSG00000204020	3128
ENSG00000204021	1303
ENSG00000204022	1840
ENSG00000204025	2209
ENSG00000204031	223
ENSG00000204033	3041
ENSG00000204052	1782
ENSG00000204060	1680
ENSG00000204065	1046
ENSG00000204070	1278
ENSG00000204071	1042
ENSG00000204084	2044
ENSG00000204086	1560
ENSG00000204099	1318
ENSG00000204103	3389
ENSG00000204104	2134
ENSG00000204113	1225
ENSG00000204116	4358
ENSG00000204120	2755
ENSG00000204128	2450
ENSG00000204130	1970
ENSG00000204131	5566
ENSG00000204136	2176
ENSG00000204138	2328
ENSG00000204140	434
ENSG00000204147	3678
ENSG00000204149	2559
ENSG00000204152	1856
ENSG00000204160	1696
ENSG00000204161	1375
ENSG00000204165	610
ENSG00000204172	2387
ENSG00000204174	1916
ENSG00000204175	9276
ENSG00000204176	2545
ENSG00000204178	2670
ENSG00000204179	1298
ENSG00000204186	6677
ENSG00000204193	701
ENSG00000204195	984
ENSG00000204197	1182
ENSG00000204209	1487
ENSG00000204217	7503
ENSG00000204219	1053
ENSG00000204220	921
ENSG00000204221	913
ENSG00000204227	1636
ENSG00000204228	955
ENSG00000204231	1924
ENSG00000204237	859
ENSG00000204246	1108
ENSG00000204248	2829
ENSG00000204252	964
ENSG00000204256	3178
ENSG00000204257	949
ENSG00000204262	3697
ENSG00000204264	1562
ENSG00000204267	4461
ENSG00000204271	2655
ENSG00000204272	1022
ENSG00000204278	1968
ENSG00000204279	694
ENSG00000204287	1202
ENSG00000204290	910
ENSG00000204291	1920
ENSG00000204296	1526
ENSG00000204300	900
ENSG00000204301	3457
ENSG00000204304	1420
ENSG00000204305	1110
ENSG00000204308	737
ENSG00000204310	2024
ENSG00000204311	1188
ENSG00000204314	1823
ENSG00000204315	1342
ENSG00000204316	710
ENSG00000204323	2184
ENSG00000204334	1179
ENSG00000204335	1152
ENSG00000204344	1161
ENSG00000204345	1303
ENSG00000204347	1727
ENSG00000204348	1406
ENSG00000204356	1053
ENSG00000204359	1121
ENSG00000204361	1868
ENSG00000204363	642
ENSG00000204364	1437
ENSG00000204366	1963
ENSG00000204370	1003
ENSG00000204371	2492
ENSG00000204379	512
ENSG00000204381	1532
ENSG00000204382	506
ENSG00000204385	1298
ENSG00000204386	2648
ENSG00000204387	835
ENSG00000204388	2517
ENSG00000204389	2178
ENSG00000204390	2762
ENSG00000204392	668
ENSG00000204394	959
ENSG00000204396	1415
ENSG00000204397	1090
ENSG00000204403	1086
ENSG00000204406	2476
ENSG00000204410	1480
ENSG00000204414	992
ENSG00000204420	1032
ENSG00000204421	915
ENSG00000204424	1023
ENSG00000204427	1097
ENSG00000204428	887
ENSG00000204435	1197
ENSG00000204438	1578
ENSG00000204439	2481
ENSG00000204442	9264
ENSG00000204444	797
ENSG00000204449	2163
ENSG00000204450	1653
ENSG00000204455	1359
ENSG00000204463	1625
ENSG00000204469	1650
ENSG00000204472	755
ENSG00000204475	842
ENSG00000204478	1597
ENSG00000204479	1578
ENSG00000204480	2123
ENSG00000204481	1748
ENSG00000204482	561
ENSG00000204487	819
ENSG00000204490	1676
ENSG00000204498	1103
ENSG00000204501	1865
ENSG00000204505	2465
ENSG00000204510	1713
ENSG00000204511	710
ENSG00000204514	1487
ENSG00000204516	2020
ENSG00000204518	2027
ENSG00000204519	1862
ENSG00000204520	1228
ENSG00000204524	6282
ENSG00000204525	1252
ENSG00000204531	1389
ENSG00000204532	1929
ENSG00000204536	1101
ENSG00000204538	868
ENSG00000204539	2555
ENSG00000204540	981
ENSG00000204542	1156
ENSG00000204544	3089
ENSG00000204548	410
ENSG00000204555	212
ENSG00000204560	1757
ENSG00000204564	926
ENSG00000204568	1232
ENSG00000204569	1074
ENSG00000204571	824
ENSG00000204572	1173
ENSG00000204574	2078
ENSG00000204576	1902
ENSG00000204577	1651
ENSG00000204580	1260
ENSG00000204583	831
ENSG00000204590	1947
ENSG00000204592	1394
ENSG00000204595	798
ENSG00000204599	1875
ENSG00000204604	1793
ENSG00000204610	1254
ENSG00000204611	1724
ENSG00000204612	1299
ENSG00000204613	3416
ENSG00000204614	1658
ENSG00000204616	872
ENSG00000204618	2027
ENSG00000204619	1612
ENSG00000204624	2557
ENSG00000204628	859
ENSG00000204632	1217
ENSG00000204634	1277
ENSG00000204640	485
ENSG00000204642	907
ENSG00000204644	1840
ENSG00000204650	288
ENSG00000204653	626
ENSG00000204655	1034
ENSG00000204657	2288
ENSG00000204658	320
ENSG00000204659	868
ENSG00000204669	1470
ENSG00000204671	927
ENSG00000204673	1740
ENSG00000204681	2363
ENSG00000204687	1260
ENSG00000204688	1726
ENSG00000204689	1344
ENSG00000204690	1069
ENSG00000204692	1940
ENSG00000204694	2510
ENSG00000204695	3780
ENSG00000204697	879
ENSG00000204699	1024
ENSG00000204700	1832
ENSG00000204701	2655
ENSG00000204702	1792
ENSG00000204703	1106
ENSG00000204704	963
ENSG00000204705	1191
ENSG00000204710	1042
ENSG00000204713	2346
ENSG00000204718	709
ENSG00000204740	2408
ENSG00000204764	1911
ENSG00000204767	3155
ENSG00000204779	3109
ENSG00000204815	1592
ENSG00000204822	477
ENSG00000204839	1412
ENSG00000204842	2489
ENSG00000204843	2123
ENSG00000204849	2522
ENSG00000204851	2520
ENSG00000204852	1574
ENSG00000204856	1174
ENSG00000204859	1430
ENSG00000204866	902
ENSG00000204869	1300
ENSG00000204873	1006
ENSG00000204880	1162
ENSG00000204882	1564
ENSG00000204887	845
ENSG00000204889	1914
ENSG00000204897	1669
ENSG00000204899	2231
ENSG00000204909	530
ENSG00000204913	1350
ENSG00000204918	1847
ENSG00000204919	1847
ENSG00000204920	1370
ENSG00000204922	2108
ENSG00000204923	5699
ENSG00000204928	1421
ENSG00000204930	2302
ENSG00000204936	1414
ENSG00000204941	1239
ENSG00000204946	2468
ENSG00000204947	1208
ENSG00000204950	2270
ENSG00000204952	2303
ENSG00000204956	4419
ENSG00000204961	6138
ENSG00000204962	4007
ENSG00000204963	4130
ENSG00000204965	4596
ENSG00000204967	5726
ENSG00000204969	3684
ENSG00000204970	3448
ENSG00000204977	1976
ENSG00000204978	948
ENSG00000204979	824
ENSG00000204982	162
ENSG00000204983	946
ENSG00000204989	930
ENSG00000204991	1568
ENSG00000204993	1875
ENSG00000205002	1396
ENSG00000205022	1014
ENSG00000205025	939
ENSG00000205029	987
ENSG00000205030	936
ENSG00000205038	6232
ENSG00000205045	5693
ENSG00000205060	2386
ENSG00000205076	530
ENSG00000205078	623
ENSG00000205084	2159
ENSG00000205089	1530
ENSG00000205090	1088
ENSG00000205097	2085
ENSG00000205111	1349
ENSG00000205116	3217
ENSG00000205126	1813
ENSG00000205133	1406
ENSG00000205138	1125
ENSG00000205143	1986
ENSG00000205155	853
ENSG00000205177	564
ENSG00000205184	1306
ENSG00000205186	585
ENSG00000205189	8032
ENSG00000205208	2609
ENSG00000205209	2611
ENSG00000205213	2097
ENSG00000205220	785
ENSG00000205221	2158
ENSG00000205238	2960
ENSG00000205240	954
ENSG00000205250	956
ENSG00000205267	744
ENSG00000205268	2004
ENSG00000205269	8891
ENSG00000205274	335
ENSG00000205277	5904
ENSG00000205279	1210
ENSG00000205301	1361
ENSG00000205302	1264
ENSG00000205307	901
ENSG00000205309	1042
ENSG00000205318	934
ENSG00000205323	1091
ENSG00000205327	939
ENSG00000205328	939
ENSG00000205329	1192
ENSG00000205330	1560
ENSG00000205331	892
ENSG00000205333	2906
ENSG00000205336	1192
ENSG00000205339	1146
ENSG00000205352	799
ENSG00000205356	1212
ENSG00000205358	547
ENSG00000205359	1347
ENSG00000205362	396
ENSG00000205363	2842
ENSG00000205364	315
ENSG00000205403	1702
ENSG00000205409	962
ENSG00000205413	5839
ENSG00000205420	913
ENSG00000205423	1266
ENSG00000205426	1929
ENSG00000205436	1485
ENSG00000205439	410
ENSG00000205442	790
ENSG00000205445	758
ENSG00000205456	1035
ENSG00000205457	1018
ENSG00000205476	3380
ENSG00000205482	3077
ENSG00000205494	958
ENSG00000205495	936
ENSG00000205496	942
ENSG00000205497	4393
ENSG00000205502	1581
ENSG00000205517	1143
ENSG00000205531	1062
ENSG00000205542	896
ENSG00000205544	453
ENSG00000205560	1268
ENSG00000205571	909
ENSG00000205572	880
ENSG00000205581	1131
ENSG00000205592	2882
ENSG00000205593	1956
ENSG00000205609	2983
ENSG00000205629	725
ENSG00000205639	1958
ENSG00000205642	1175
ENSG00000205643	1204
ENSG00000205649	628
ENSG00000205659	1327
ENSG00000205667	2482
ENSG00000205669	1081
ENSG00000205678	1490
ENSG00000205683	2288
ENSG00000205693	1667
ENSG00000205707	774
ENSG00000205710	2238
ENSG00000205718	774
ENSG00000205726	2324
ENSG00000205730	4837
ENSG00000205744	1404
ENSG00000205746	6405
ENSG00000205755	1447
ENSG00000205758	1028
ENSG00000205777	3061
ENSG00000205784	1498
ENSG00000205795	1776
ENSG00000205808	2965
ENSG00000205809	854
ENSG00000205810	912
ENSG00000205832	4017
ENSG00000205835	2008
ENSG00000205838	1312
ENSG00000205846	1646
ENSG00000205856	1298
ENSG00000205857	866
ENSG00000205858	657
ENSG00000205863	1070
ENSG00000205864	561
ENSG00000205867	1118
ENSG00000205869	942
ENSG00000205871	792
ENSG00000205882	1086
ENSG00000205883	299
ENSG00000205884	237
ENSG00000205897	1015
ENSG00000205899	1372
ENSG00000205903	2901
ENSG00000205916	2863
ENSG00000205918	1191
ENSG00000205922	7185
ENSG00000205923	946
ENSG00000205927	2105
ENSG00000205936	639
ENSG00000205937	1306
ENSG00000205940	2176
ENSG00000205944	3420
ENSG00000205946	1197
ENSG00000205978	4030
ENSG00000205981	1396
ENSG00000205989	533
ENSG00000206013	736
ENSG00000206014	967
ENSG00000206026	1875
ENSG00000206034	533
ENSG00000206042	285
ENSG00000206043	5103
ENSG00000206047	498
ENSG00000206052	2202
ENSG00000206053	1102
ENSG00000206072	1170
ENSG00000206073	1023
ENSG00000206075	980
ENSG00000206077	1915
ENSG00000206102	318
ENSG00000206104	273
ENSG00000206105	224
ENSG00000206106	293
ENSG00000206107	682
ENSG00000206113	1466
ENSG00000206127	2872
ENSG00000206140	1218
ENSG00000206147	466
ENSG00000206150	1631
ENSG00000206172	541
ENSG00000206177	547
ENSG00000206178	429
ENSG00000206181	3095
ENSG00000206190	2979
ENSG00000206195	1270
ENSG00000206199	1287
ENSG00000206203	1315
ENSG00000206206	1229
ENSG00000206208	2052
ENSG00000206235	2996
ENSG00000206237	1649
ENSG00000206240	992
ENSG00000206245	2110
ENSG00000206256	1135
ENSG00000206258	4528
ENSG00000206260	2307
ENSG00000206262	2260
ENSG00000206268	937
ENSG00000206279	1228
ENSG00000206280	1616
ENSG00000206281	2058
ENSG00000206282	1739
ENSG00000206283	922
ENSG00000206284	913
ENSG00000206285	1694
ENSG00000206286	1345
ENSG00000206287	1642
ENSG00000206288	1598
ENSG00000206289	1653
ENSG00000206290	4002
ENSG00000206291	1391
ENSG00000206292	968
ENSG00000206297	2177
ENSG00000206298	1098
ENSG00000206299	2996
ENSG00000206301	1142
ENSG00000206302	1561
ENSG00000206305	1287
ENSG00000206306	992
ENSG00000206308	898
ENSG00000206310	1841
ENSG00000206312	3457
ENSG00000206314	1397
ENSG00000206315	1416
ENSG00000206320	1060
ENSG00000206324	2029
ENSG00000206329	1135
ENSG00000206331	1075
ENSG00000206338	1479
ENSG00000206340	1405
ENSG00000206342	1190
ENSG00000206346	1371
ENSG00000206355	1181
ENSG00000206357	937
ENSG00000206366	1877
ENSG00000206372	1460
ENSG00000206376	2535
ENSG00000206378	1412
ENSG00000206379	935
ENSG00000206380	789
ENSG00000206383	2544
ENSG00000206384	4607
ENSG00000206394	1247
ENSG00000206395	1127
ENSG00000206396	2404
ENSG00000206398	978
ENSG00000206402	671
ENSG00000206403	1167
ENSG00000206404	948
ENSG00000206406	1141
ENSG00000206408	1391
ENSG00000206409	797
ENSG00000206412	1592
ENSG00000206418	1326
ENSG00000206422	956
ENSG00000206427	1649
ENSG00000206428	719
ENSG00000206430	799
ENSG00000206432	10608
ENSG00000206433	689
ENSG00000206435	1270
ENSG00000206437	819
ENSG00000206439	1676
ENSG00000206440	1109
ENSG00000206445	920
ENSG00000206447	955
ENSG00000206448	519
ENSG00000206449	1894
ENSG00000206450	892
ENSG00000206452	1168
ENSG00000206454	889
ENSG00000206455	2404
ENSG00000206457	1070
ENSG00000206458	1077
ENSG00000206459	1151
ENSG00000206460	2549
ENSG00000206461	1140
ENSG00000206463	2492
ENSG00000206465	538
ENSG00000206466	2321
ENSG00000206467	1584
ENSG00000206468	990
ENSG00000206470	1137
ENSG00000206471	1721
ENSG00000206472	2441
ENSG00000206474	1356
ENSG00000206476	2008
ENSG00000206478	1297
ENSG00000206480	935
ENSG00000206481	1636
ENSG00000206484	1362
ENSG00000206485	2484
ENSG00000206486	1767
ENSG00000206487	928
ENSG00000206488	1508
ENSG00000206489	1076
ENSG00000206490	1936
ENSG00000206491	1970
ENSG00000206492	2085
ENSG00000206493	1411
ENSG00000206495	1882
ENSG00000206500	2061
ENSG00000206501	1631
ENSG00000206502	1224
ENSG00000206503	2066
ENSG00000206505	1924
ENSG00000206506	1325
ENSG00000206509	909
ENSG00000206510	1736
